##########################
# CHINESE ESTATE BUILDINGS
##########################

# BUILDING VALUES

@east_asian_estate_main_construction_time = 730
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_2
		celestial_movement_power_promote_scheme_phase_duration_add = -2
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}
east_asian_estate_movement_study_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_movement_study_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	
	parameters = {
		celestial_bonus_movement_power_3 = yes
		celestial_invite_to_movement_acceptance_3 = yes
		estate_movement_leader_increase_disciple_limit_1 = yes
	}
	
	character_modifier = {
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_2
		celestial_movement_power_promote_scheme_phase_duration_add = -3
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}
east_asian_estate_movement_study_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_movement_study_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	
	parameters = {
		celestial_bonus_movement_power_4 = yes
		celestial_invite_to_movement_acceptance_4 = yes
		estate_movement_leader_increase_disciple_limit_2 = yes
	}
	
	character_modifier = {
		max_political_schemes_add = 1
		monthly_merit_mult = @east_asian_manor_monthly_merit_mult_2
		celestial_movement_power_promote_scheme_phase_duration_add = -5
	}
	
	ai_value = {
		value = 4
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_movement_study.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_byzantine_mask.png"
	}
}

### Archive
east_asian_estate_archive_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_main_01

	can_construct = {
		dynasty ?= {
			has_dynasty_perk = tgp_chinese_legacy_3
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	
	parameters = {
		estate_examination_start_score_bonus_1 = yes
	}

	character_modifier = {
		artifact_decay_reduction_mult = -0.03
		monthly_treasury_from_salary_budget_mult = 0.05
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_archive.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_archive_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_archive_01

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	
	parameters = {
		estate_examination_start_score_bonus_2 = yes
	}

	character_modifier = {
		artifact_decay_reduction_mult = -0.03
		monthly_treasury_from_salary_budget_mult = 0.05
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_archive.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_archive_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_archive_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	
	parameters = {
		estate_examination_start_score_bonus_3 = yes
	}

	character_modifier = {
		artifact_decay_reduction_mult = -0.03
		monthly_treasury_from_salary_budget_mult = 0.05
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_archive.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_archive_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_archive_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	
	parameters = {
		estate_examination_start_score_bonus_4 = yes
	}

	character_modifier = {
		artifact_decay_reduction_mult = -0.03
		monthly_treasury_from_salary_budget_mult = 0.05
	}
	
	ai_value = {
		value = 4
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/east_asian_estate_archive.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cartography_office_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_main_01

	can_construct = {
		trigger_if = {
			limit = {
				this != top_liege
			}
			is_governor = yes
		}
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		governor_xp_gain_mult = @east_asian_manor_governor_xp_gain_mult_1
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_1
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_march.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cartography_office_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cartography_office_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
	}
	character_modifier = {
		governor_xp_gain_mult = @east_asian_manor_governor_xp_gain_mult_1
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_1
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_march.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cartography_office_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cartography_office_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
	}
	character_modifier = {
		governor_xp_gain_mult = @east_asian_manor_governor_xp_gain_mult_1
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_1
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_march.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_cartography_office_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_cartography_office_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
	}
	character_modifier = {
		governor_xp_gain_mult = @east_asian_manor_governor_xp_gain_mult_1
		character_travel_speed_mult = @east_asian_manor_character_travel_speed_mult
	}
	province_modifier = {
		travel_danger = @east_asian_manor_travel_danger_1
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/building_types/icon_building_march.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_drafting_room_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_main_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
		cheaper_move_estate_cost = yes
	}
	character_modifier = {
		domicile_build_gold_cost = @east_asian_manor_domicile_build_gold_cost_minor
		domicile_build_speed = @east_asian_manor_domicile_build_speed_minor
	}
	province_modifier = {
		build_gold_cost = @east_asian_manor_build_gold_cost_1
		build_speed = @east_asian_manor_build_speed_1
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/imperial_examination_phase_examination.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_drafting_room_02 = {
	construction_time = @east_asian_estate_upgrade_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_drafting_room_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_2_value
		}
	}
	parameters = {
		cheaper_move_estate_cost = yes
	}
	character_modifier = {
		domicile_build_gold_cost = @east_asian_manor_domicile_build_gold_cost_minor
		domicile_build_speed = @east_asian_manor_domicile_build_speed_minor
	}
	province_modifier = {
		build_gold_cost = @east_asian_manor_build_gold_cost_1
		build_speed = @east_asian_manor_build_speed_1
	}
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/imperial_examination_phase_examination.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_drafting_room_03 = {
	construction_time = @east_asian_estate_upgrade_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_drafting_room_02

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_3_value
		}
	}
	parameters = {
		cheaper_move_estate_cost = yes
	}
	character_modifier = {
		domicile_build_gold_cost = @east_asian_manor_domicile_build_gold_cost_minor
		domicile_build_speed = @east_asian_manor_domicile_build_speed_minor
	}
	province_modifier = {
		build_gold_cost = @east_asian_manor_build_gold_cost_1
		build_speed = @east_asian_manor_build_speed_1
	}
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/imperial_examination_phase_examination.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_drafting_room_04 = {
	construction_time = @east_asian_estate_upgrade_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_drafting_room_03

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_4_value
		}
	}
	parameters = {
		cheaper_move_estate_cost = yes
	}
	character_modifier = {
		domicile_build_gold_cost = @east_asian_manor_domicile_build_gold_cost_minor
		domicile_build_speed = @east_asian_manor_domicile_build_speed_minor
	}
	province_modifier = {
		build_gold_cost = @east_asian_manor_build_gold_cost_1
		build_speed = @east_asian_manor_build_speed_1
	}
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	asset = {
		icon = "gfx/interface/icons/activity_phases/imperial_examination_phase_examination.dds"
		texture = "gfx/interface/window_domiciles/estate_building_villa_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_villa_chinese_mask.png"
	}
}
east_asian_estate_clerks_hall_01 = {
	construction_time = @east_asian_estate_upgrade_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	slot_type = internal
	previous_building = east_asian_estate_main_01

	can_construct = {
		
	}

	cost = {
		gold = {
			value = estate_internal_building_normal_cost_tier_1_value
		}
	}
	parameters = {
	}
	character_modifier = {
		domicile_monthly_gold_mult = 0.01
		monthly_merit_per_liege_tax = @east_asian_manor_monthly_merit_per_liege_tax_1
	}
	province_modifier = {
		monthly_county_control_growth_add = 0.2
	}
	ai_value = {
		value = 10
		add = estate_building_ai_modifier_value
